Warehouse_ID,Store_ID,Invoice No,Match Method,Label Damage, Damage,Returns Collected,DateTime arrived at store,DateTime Left store
10,38,1449,Scanned,1,0,1,19/02/2020 15:33:00,19/02/2020 15:38:14
4,34,5217,Scanned,0,1,1,30/05/2020 13:32:00,30/05/2020 14:05:04
2,37,6702,Manual,1,1,1,05/03/2020 05:11:00,05/03/2020 06:01:05
8,15,1173,Manual,0,0,1,18/06/2020 06:25:00,18/06/2020 06:26:18
1,46,123,Scanned,0,1,1,11/01/2020 11:00:00,11/01/2020 11:00:57
6,41,7580,Scanned,0,0,0,20/05/2020 19:48:00,20/05/2020 20:22:19
3,34,7007,Scanned,1,1,1,24/04/2020 05:52:00,24/04/2020 06:15:16
2,24,701,Scanned,0,0,1,09/02/2020 09:19:00,09/02/2020 09:33:35
10,23,2701,Manual,0,1,0,15/05/2020 20:31:00,15/05/2020 21:18:37
5,11,8782,Scanned,0,1,1,05/01/2020 14:46:00,05/01/2020 14:50:35
7,37,9212,Scanned,1,0,1,31/05/2020 09:59:00,31/05/2020 10:19:35
2,47,9087,Scanned,1,1,1,18/02/2020 04:20:00,18/02/2020 05:02:40
4,23,5264,Scanned,1,0,1,19/06/2020 06:08:00,19/06/2020 06:57:19
1,9,1146,Scanned,1,0,0,29/06/2020 12:00:00,29/06/2020 12:43:41
7,11,4362,Manual,1,0,1,29/06/2020 20:49:00,29/06/2020 21:25:17
4,36,8776,Manual,0,1,1,05/04/2020 01:18:00,05/04/2020 01:40:18
6,35,3086,Scanned,1,0,1,26/05/2020 15:02:00,26/05/2020 15:40:24
3,45,9374,Manual,0,1,0,04/03/2020 07:38:00,04/03/2020 07:47:05
8,39,6931,Manual,1,1,0,25/03/2020 00:31:00,25/03/2020 00:44:03
4,46,2144,Manual,0,1,1,29/04/2020 20:58:00,29/04/2020 21:38:28
8,35,2295,Manual,0,0,1,02/01/2020 08:19:00,02/01/2020 08:56:28
2,25,5952,Scanned,0,1,1,22/01/2020 07:15:00,22/01/2020 07:53:16
9,27,7309,Scanned,1,1,0,20/04/2020 00:39:00,20/04/2020 01:20:19
10,15,3478,Manual,0,0,0,18/01/2020 17:12:00,18/01/2020 18:08:22
9,46,3464,Manual,0,0,1,09/02/2020 01:01:00,09/02/2020 01:41:45
8,4,9609,Scanned,1,0,1,27/01/2020 01:19:00,27/01/2020 02:05:38
3,20,7246,Scanned,0,1,1,05/01/2020 14:17:00,05/01/2020 14:30:50
2,7,3189,Scanned,1,1,1,11/04/2020 02:34:00,11/04/2020 03:19:01
4,16,8210,Scanned,1,1,0,28/05/2020 13:58:00,28/05/2020 14:34:38
8,14,6316,Scanned,1,1,1,10/06/2020 09:07:00,10/06/2020 09:36:03
5,39,7314,Manual,1,0,1,23/04/2020 01:42:00,23/04/2020 02:31:54
7,15,5246,Scanned,1,0,1,28/02/2020 03:12:00,28/02/2020 04:11:08
10,8,7949,Manual,0,1,1,09/02/2020 21:25:00,09/02/2020 21:55:38
5,48,2093,Manual,1,0,1,13/03/2020 02:15:00,13/03/2020 02:34:17
2,21,7129,Scanned,0,1,0,25/05/2020 08:20:00,25/05/2020 09:15:12
7,28,6360,Manual,1,1,1,11/03/2020 13:52:00,11/03/2020 14:11:59
5,47,5491,Scanned,1,1,1,08/06/2020 07:02:00,08/06/2020 07:45:06
4,6,9375,Scanned,1,1,1,26/01/2020 18:36:00,26/01/2020 19:34:04
1,32,7997,Manual,1,1,0,12/02/2020 06:21:00,12/02/2020 06:37:44
10,9,8244,Scanned,0,0,1,27/01/2020 03:34:00,27/01/2020 04:00:31
1,37,8876,Manual,1,0,1,06/03/2020 18:19:00,06/03/2020 19:09:19
1,7,4731,Manual,0,1,1,29/01/2020 06:25:00,29/01/2020 07:00:13
5,28,8074,Scanned,1,1,0,07/04/2020 10:35:00,07/04/2020 11:02:27
7,34,2034,Scanned,1,0,1,20/03/2020 06:12:00,20/03/2020 07:10:17
10,33,7644,Manual,0,1,0,29/05/2020 21:34:00,29/05/2020 22:13:38
1,12,9988,Scanned,1,0,0,25/06/2020 07:41:00,25/06/2020 07:59:16
1,44,9952,Scanned,0,0,1,11/02/2020 00:41:00,11/02/2020 01:36:22
3,3,5536,Scanned,1,1,0,03/06/2020 12:49:00,03/06/2020 13:08:20
1,33,1904,Scanned,0,0,1,03/04/2020 00:00:00,03/04/2020 00:42:18
1,7,5471,Scanned,0,0,1,18/01/2020 05:39:00,18/01/2020 06:37:14
5,38,1042,Manual,1,1,0,05/02/2020 00:20:00,05/02/2020 00:57:53
4,48,2312,Scanned,1,1,1,19/02/2020 17:04:00,19/02/2020 17:12:50
7,26,3757,Manual,1,0,0,23/06/2020 21:02:00,23/06/2020 21:25:06
8,2,5631,Manual,1,1,1,20/04/2020 01:13:00,20/04/2020 01:22:59
10,44,5973,Manual,0,1,1,12/06/2020 16:09:00,12/06/2020 16:50:35
8,19,4191,Manual,0,1,1,26/02/2020 20:34:00,26/02/2020 21:23:06
4,7,1043,Scanned,0,0,1,21/03/2020 06:40:00,21/03/2020 07:35:24
2,41,7488,Scanned,0,0,1,25/01/2020 06:48:00,25/01/2020 07:34:47
5,45,1705,Manual,0,0,0,22/06/2020 12:20:00,22/06/2020 12:56:51
9,21,5500,Manual,0,1,1,06/03/2020 16:13:00,06/03/2020 16:20:12
10,1,3886,Manual,1,0,0,24/06/2020 15:53:00,24/06/2020 16:43:51
1,26,1273,Manual,0,1,1,28/02/2020 17:51:00,28/02/2020 18:24:31
9,4,5601,Scanned,1,0,0,25/01/2020 02:04:00,25/01/2020 02:41:52
6,18,133,Manual,0,0,0,23/03/2020 20:49:00,23/03/2020 21:20:34
1,3,3547,Manual,0,0,1,03/04/2020 21:38:00,03/04/2020 22:08:37
8,49,4005,Scanned,1,1,0,11/04/2020 02:48:00,11/04/2020 03:02:29
9,7,5092,Manual,0,1,0,16/01/2020 09:20:00,16/01/2020 09:26:33
7,3,1275,Manual,1,1,0,02/04/2020 21:12:00,02/04/2020 22:07:03
1,29,3763,Manual,1,0,0,28/05/2020 22:52:00,28/05/2020 23:33:21
3,43,4821,Scanned,0,1,0,15/02/2020 18:41:00,15/02/2020 18:51:06
1,23,570,Scanned,1,1,0,02/06/2020 15:40:00,02/06/2020 15:47:45
4,23,3197,Manual,1,0,0,27/06/2020 21:20:00,27/06/2020 21:28:43
3,27,4848,Scanned,1,0,0,27/01/2020 17:52:00,27/01/2020 18:11:52
4,40,3597,Scanned,0,0,0,27/01/2020 14:48:00,27/01/2020 15:34:15
6,22,730,Scanned,1,0,1,16/05/2020 00:46:00,16/05/2020 01:43:47
8,22,5942,Manual,0,0,0,15/05/2020 18:51:00,15/05/2020 19:22:38
10,6,9890,Manual,1,1,1,28/01/2020 19:30:00,28/01/2020 19:55:49
3,43,1583,Manual,0,0,0,20/04/2020 23:15:00,20/04/2020 23:47:03
4,7,9800,Manual,1,1,0,30/06/2020 01:02:00,30/06/2020 01:32:26
1,44,2101,Scanned,0,1,1,13/03/2020 02:51:00,13/03/2020 03:45:04
3,20,3787,Manual,1,1,0,10/04/2020 13:50:00,10/04/2020 14:39:41
3,16,4822,Scanned,0,0,0,30/01/2020 17:20:00,30/01/2020 17:50:24
1,7,7969,Manual,1,0,1,09/04/2020 05:01:00,09/04/2020 05:42:27
8,3,6915,Manual,1,1,1,27/06/2020 05:26:00,27/06/2020 05:56:40
6,24,4598,Manual,0,0,1,13/06/2020 04:50:00,13/06/2020 05:05:10
9,24,9707,Scanned,1,0,1,23/06/2020 03:55:00,23/06/2020 04:34:49
8,39,3910,Manual,0,1,1,06/05/2020 02:31:00,06/05/2020 03:26:14
10,7,9496,Scanned,1,0,1,11/05/2020 01:07:00,11/05/2020 01:57:58
2,32,7474,Scanned,1,0,0,03/04/2020 19:24:00,03/04/2020 20:03:22
1,49,1445,Scanned,1,0,0,06/02/2020 06:41:00,06/02/2020 07:02:52
5,20,226,Scanned,1,1,1,06/04/2020 09:29:00,06/04/2020 09:53:38
2,2,8212,Scanned,1,0,0,02/01/2020 12:50:00,02/01/2020 13:15:10
2,48,931,Manual,0,1,1,31/05/2020 10:28:00,31/05/2020 11:13:10
5,13,4862,Manual,0,1,0,29/02/2020 11:09:00,29/02/2020 11:43:35
2,5,751,Scanned,0,0,1,16/01/2020 15:14:00,16/01/2020 15:49:00
5,25,6964,Scanned,1,1,0,25/05/2020 02:23:00,25/05/2020 02:33:00
3,50,6195,Manual,1,1,1,06/01/2020 23:29:00,07/01/2020 00:00:38
8,8,7499,Manual,1,1,0,10/02/2020 18:56:00,10/02/2020 19:37:49
8,32,906,Scanned,1,0,0,11/01/2020 03:04:00,11/01/2020 03:14:17
5,22,5209,Scanned,1,0,0,21/02/2020 15:21:00,21/02/2020 15:58:47
4,42,7872,Manual,1,0,0,28/05/2020 19:23:00,28/05/2020 19:36:16
2,49,5464,Scanned,1,0,1,28/02/2020 19:55:00,28/02/2020 20:33:52
2,23,223,Manual,0,0,0,09/05/2020 16:30:00,09/05/2020 17:08:06
9,24,9820,Scanned,0,1,0,10/03/2020 23:43:00,10/03/2020 23:45:05
9,19,8574,Manual,0,0,1,27/06/2020 08:53:00,27/06/2020 08:56:35
9,29,1896,Manual,0,1,1,15/05/2020 06:37:00,15/05/2020 07:31:01
2,10,7737,Manual,1,0,0,23/05/2020 02:17:00,23/05/2020 02:18:11
3,42,9687,Scanned,0,0,1,13/02/2020 16:40:00,13/02/2020 17:28:25
10,41,4918,Manual,0,1,1,21/04/2020 17:31:00,21/04/2020 17:51:45
7,48,7552,Manual,1,0,0,04/02/2020 06:21:00,04/02/2020 07:20:33
3,13,9214,Manual,0,0,0,24/06/2020 03:42:00,24/06/2020 03:51:14
10,18,2562,Manual,1,1,1,05/03/2020 23:10:00,06/03/2020 00:05:05
1,21,6611,Scanned,0,1,1,14/02/2020 11:05:00,14/02/2020 11:33:15
5,42,3993,Manual,0,1,1,10/03/2020 21:32:00,10/03/2020 22:13:17
1,36,7866,Scanned,1,1,1,25/03/2020 16:49:00,25/03/2020 17:25:26
5,43,4854,Manual,0,1,0,18/02/2020 02:44:00,18/02/2020 03:22:10
10,28,7640,Scanned,1,0,1,28/01/2020 04:41:00,28/01/2020 05:34:19
6,36,9751,Manual,1,1,1,16/01/2020 19:51:00,16/01/2020 20:04:43
2,23,6552,Manual,0,0,1,11/01/2020 08:14:00,11/01/2020 08:56:20
8,36,3434,Manual,1,0,0,27/05/2020 15:13:00,27/05/2020 15:55:11
4,48,381,Manual,0,1,0,29/06/2020 01:35:00,29/06/2020 01:38:09
9,49,8232,Scanned,1,0,0,23/06/2020 05:52:00,23/06/2020 06:08:13
9,31,3117,Scanned,1,1,1,16/06/2020 01:36:00,16/06/2020 02:16:55
7,33,280,Scanned,0,0,1,15/06/2020 00:19:00,15/06/2020 00:42:28
8,9,2117,Scanned,0,0,0,22/02/2020 03:02:00,22/02/2020 03:04:37
1,21,8542,Scanned,0,1,0,29/05/2020 13:34:00,29/05/2020 13:38:38
1,7,8223,Manual,0,1,1,22/01/2020 06:05:00,22/01/2020 06:08:30
8,43,9580,Manual,1,1,0,13/03/2020 09:51:00,13/03/2020 10:23:52
9,25,3552,Scanned,0,0,1,16/06/2020 14:59:00,16/06/2020 15:27:43
10,45,9046,Manual,1,1,0,10/01/2020 16:59:00,10/01/2020 17:05:10
2,36,4952,Scanned,1,1,0,02/02/2020 06:38:00,02/02/2020 07:37:56
9,17,7067,Manual,0,0,1,17/04/2020 00:26:00,17/04/2020 00:58:58
10,38,451,Scanned,0,0,1,17/04/2020 13:30:00,17/04/2020 14:00:52
2,17,2810,Scanned,0,0,1,07/04/2020 08:45:00,07/04/2020 09:34:50
3,46,2140,Scanned,0,1,0,19/06/2020 20:02:00,19/06/2020 20:54:31
6,20,2088,Scanned,1,1,0,03/05/2020 02:53:00,03/05/2020 03:32:29
10,40,7785,Manual,0,1,0,14/03/2020 12:32:00,14/03/2020 13:02:07
1,45,6225,Manual,0,0,0,21/02/2020 01:29:00,21/02/2020 02:27:35
9,31,9146,Manual,1,1,1,14/02/2020 12:12:00,14/02/2020 12:41:44
10,28,2430,Scanned,1,0,1,26/05/2020 09:12:00,26/05/2020 10:09:13
6,41,5477,Scanned,0,0,1,17/03/2020 17:23:00,17/03/2020 17:31:18
3,21,9318,Manual,0,0,1,12/06/2020 01:57:00,12/06/2020 02:30:07
9,27,3425,Manual,0,0,0,18/01/2020 04:01:00,18/01/2020 04:39:28
4,33,949,Scanned,1,1,1,30/04/2020 19:13:00,30/04/2020 19:51:21
9,14,8092,Manual,1,1,1,14/03/2020 01:15:00,14/03/2020 01:35:16
2,7,9565,Manual,0,0,1,21/03/2020 10:17:00,21/03/2020 10:22:04
8,12,1049,Scanned,1,1,1,01/02/2020 07:21:00,01/02/2020 08:08:48
2,1,5368,Scanned,0,0,0,01/03/2020 20:20:00,01/03/2020 21:11:36
6,41,5630,Scanned,1,0,0,29/03/2020 01:06:00,29/03/2020 01:10:50
9,35,7358,Scanned,0,0,0,10/02/2020 13:55:00,10/02/2020 14:29:21
10,13,9079,Manual,0,0,0,11/05/2020 23:09:00,12/05/2020 00:03:07
4,13,56,Scanned,0,1,0,21/06/2020 09:58:00,21/06/2020 10:43:15
2,30,7828,Scanned,1,1,0,18/01/2020 05:55:00,18/01/2020 06:27:19
2,11,4190,Scanned,0,1,0,30/01/2020 22:56:00,30/01/2020 23:00:41
10,20,644,Manual,0,0,1,23/06/2020 10:30:00,23/06/2020 10:50:45
3,46,951,Scanned,0,1,1,17/03/2020 01:11:00,17/03/2020 01:47:53
4,36,236,Manual,0,0,1,19/05/2020 18:19:00,19/05/2020 19:01:23
9,45,3828,Scanned,0,1,1,13/01/2020 05:20:00,13/01/2020 06:05:02
5,23,3076,Scanned,0,0,1,23/01/2020 06:32:00,23/01/2020 07:01:29
6,31,2218,Manual,0,1,1,07/02/2020 08:48:00,07/02/2020 08:48:14
10,4,3574,Manual,0,0,1,31/01/2020 23:36:00,01/02/2020 00:10:43
10,30,5267,Manual,0,1,1,12/02/2020 09:01:00,12/02/2020 09:22:58
6,7,7487,Manual,1,0,1,30/03/2020 14:17:00,30/03/2020 15:07:44
8,21,5962,Scanned,0,0,0,12/01/2020 16:52:00,12/01/2020 16:56:44
8,19,4544,Scanned,1,0,1,02/01/2020 14:40:00,02/01/2020 14:59:01
2,44,8500,Scanned,1,1,1,22/01/2020 21:03:00,22/01/2020 21:43:37
3,6,1638,Scanned,0,0,1,05/04/2020 17:30:00,05/04/2020 18:25:07
8,18,4110,Manual,1,1,0,28/01/2020 04:35:00,28/01/2020 05:30:17
8,15,237,Manual,1,1,1,16/05/2020 22:03:00,16/05/2020 22:16:06
7,8,3037,Scanned,0,0,0,05/03/2020 09:50:00,05/03/2020 10:26:32
10,22,5385,Manual,1,0,0,09/05/2020 11:06:00,09/05/2020 11:41:05
7,13,3244,Manual,0,1,1,18/06/2020 02:35:00,18/06/2020 03:29:59
6,7,4377,Manual,0,0,0,02/03/2020 21:48:00,02/03/2020 22:06:12
1,7,8578,Manual,0,0,0,16/01/2020 12:59:00,16/01/2020 13:46:16
9,12,7871,Manual,0,0,0,10/05/2020 09:16:00,10/05/2020 09:58:03
5,45,1346,Manual,1,0,0,29/06/2020 10:35:00,29/06/2020 10:49:32
8,25,6090,Manual,0,1,0,03/06/2020 12:33:00,03/06/2020 13:14:04
9,30,8140,Scanned,1,1,0,03/02/2020 11:53:00,03/02/2020 12:19:41
6,26,7965,Manual,1,0,0,03/01/2020 06:14:00,03/01/2020 06:54:47
6,10,7432,Manual,1,1,0,29/06/2020 14:04:00,29/06/2020 14:26:44
1,15,1400,Manual,0,1,1,18/05/2020 08:01:00,18/05/2020 08:14:50
8,14,3978,Scanned,0,0,1,26/06/2020 21:51:00,26/06/2020 22:24:09
2,21,6868,Manual,1,0,0,15/03/2020 18:51:00,15/03/2020 19:48:04
3,47,3463,Manual,0,0,0,02/04/2020 18:00:00,02/04/2020 18:26:38
7,6,7421,Manual,0,0,0,21/03/2020 14:29:00,21/03/2020 15:06:23
5,5,6081,Scanned,1,1,1,13/01/2020 15:35:00,13/01/2020 15:47:32
2,24,3186,Manual,1,0,1,17/04/2020 20:58:00,17/04/2020 21:39:39
8,24,9227,Manual,1,1,1,16/01/2020 20:59:00,16/01/2020 21:46:47
7,30,8189,Manual,1,0,1,22/01/2020 16:42:00,22/01/2020 17:34:19
10,30,2372,Manual,1,0,1,07/02/2020 16:03:00,07/02/2020 16:31:18
4,18,800,Scanned,0,0,1,17/05/2020 01:19:00,17/05/2020 01:56:04
4,45,8913,Manual,0,1,1,19/04/2020 22:25:00,19/04/2020 23:02:45
7,15,3997,Scanned,1,1,1,20/03/2020 10:13:00,20/03/2020 10:13:46
3,34,2692,Manual,0,1,1,24/03/2020 04:45:00,24/03/2020 05:28:13
3,36,8812,Scanned,0,1,1,02/04/2020 00:07:00,02/04/2020 00:12:33
8,17,899,Scanned,0,0,0,01/05/2020 00:23:00,01/05/2020 01:10:53
2,36,2807,Manual,0,1,0,29/05/2020 05:30:00,29/05/2020 06:21:28
5,25,4023,Manual,0,0,0,03/03/2020 02:44:00,03/03/2020 02:53:03
1,16,4044,Scanned,0,1,0,10/03/2020 19:45:00,10/03/2020 20:32:03
8,26,9904,Manual,0,1,1,04/06/2020 21:08:00,04/06/2020 22:07:50
3,23,3885,Scanned,0,0,1,21/02/2020 06:11:00,21/02/2020 07:01:15
10,38,9053,Scanned,1,1,1,17/06/2020 11:29:00,17/06/2020 12:00:05
9,24,6780,Manual,0,1,0,01/03/2020 22:05:00,01/03/2020 22:33:13
2,30,1171,Scanned,1,1,1,01/04/2020 19:20:00,01/04/2020 19:46:41
6,41,4448,Manual,0,1,1,13/01/2020 20:05:00,13/01/2020 20:56:49
2,2,6837,Manual,1,0,0,16/03/2020 17:41:00,16/03/2020 18:21:47
4,32,7760,Scanned,0,0,1,25/03/2020 11:54:00,25/03/2020 12:23:17
7,13,7836,Manual,0,0,1,09/06/2020 23:20:00,09/06/2020 23:57:37
9,30,8399,Manual,0,1,1,31/03/2020 07:01:00,31/03/2020 07:53:57
2,32,6173,Manual,1,0,0,10/04/2020 17:00:00,10/04/2020 17:03:36
10,16,8800,Scanned,0,1,1,19/02/2020 21:48:00,19/02/2020 22:22:41
7,2,68,Manual,0,0,1,31/05/2020 19:32:00,31/05/2020 20:29:41
1,1,7869,Manual,0,1,1,17/02/2020 01:23:00,17/02/2020 01:35:06
4,21,1269,Scanned,0,0,0,28/06/2020 13:48:00,28/06/2020 14:20:20
6,12,5199,Manual,0,0,1,03/02/2020 06:29:00,03/02/2020 06:53:15
6,44,7718,Scanned,0,0,0,02/04/2020 06:49:00,02/04/2020 07:17:36
1,1,7049,Scanned,0,0,1,11/02/2020 17:28:00,11/02/2020 18:01:36
5,2,273,Manual,1,0,1,22/02/2020 20:07:00,22/02/2020 20:11:07
9,33,1000,Scanned,0,1,1,19/04/2020 21:38:00,19/04/2020 21:56:23
9,50,4087,Scanned,0,0,0,11/06/2020 04:46:00,11/06/2020 04:55:34
3,42,8636,Manual,1,1,1,03/02/2020 10:13:00,03/02/2020 10:21:16
4,22,5754,Scanned,1,1,1,10/03/2020 02:09:00,10/03/2020 02:18:35
6,5,6732,Manual,0,1,1,17/03/2020 10:19:00,17/03/2020 10:21:36
2,44,3618,Manual,0,1,1,30/04/2020 22:54:00,30/04/2020 23:16:44
2,34,2659,Manual,1,1,1,26/03/2020 16:34:00,26/03/2020 16:37:17
4,27,7990,Scanned,1,1,1,15/03/2020 15:23:00,15/03/2020 16:16:15
7,10,9225,Manual,1,1,0,25/05/2020 16:53:00,25/05/2020 16:59:16
8,38,1050,Manual,1,1,0,02/03/2020 03:16:00,02/03/2020 03:43:29
10,41,8147,Manual,1,1,1,12/04/2020 23:51:00,12/04/2020 23:55:09
9,6,967,Scanned,1,1,1,27/03/2020 08:22:00,27/03/2020 08:47:10
6,41,4659,Scanned,0,1,0,12/04/2020 12:04:00,12/04/2020 12:53:59
9,3,3566,Scanned,0,1,1,16/04/2020 05:05:00,16/04/2020 05:54:58
9,38,6505,Scanned,0,1,0,23/01/2020 04:52:00,23/01/2020 05:10:55
7,6,648,Manual,0,1,1,22/03/2020 03:12:00,22/03/2020 04:10:42
1,25,3560,Scanned,1,1,0,07/02/2020 13:31:00,07/02/2020 14:02:57
2,11,5306,Manual,1,0,0,04/03/2020 02:06:00,04/03/2020 02:18:18
2,45,8506,Manual,0,0,1,09/05/2020 22:57:00,09/05/2020 23:13:34
7,2,5638,Scanned,0,1,0,12/03/2020 11:19:00,12/03/2020 12:02:27
2,2,8434,Manual,1,0,1,27/05/2020 15:34:00,27/05/2020 16:13:49
1,46,4368,Manual,0,1,0,09/01/2020 16:21:00,09/01/2020 16:31:48
4,7,2846,Scanned,0,0,0,14/03/2020 16:11:00,14/03/2020 16:18:10
5,33,218,Manual,0,0,1,23/01/2020 10:01:00,23/01/2020 10:12:13
4,22,3850,Scanned,0,1,1,28/05/2020 17:04:00,28/05/2020 17:48:43
1,11,2439,Scanned,0,0,0,19/06/2020 01:52:00,19/06/2020 02:51:53
3,50,7728,Scanned,1,1,0,22/06/2020 03:04:00,22/06/2020 03:47:49
6,49,773,Scanned,1,1,0,03/05/2020 13:57:00,03/05/2020 14:12:55
2,50,9390,Scanned,0,1,1,14/05/2020 15:30:00,14/05/2020 16:20:26
6,14,6825,Scanned,0,0,1,03/04/2020 06:22:00,03/04/2020 06:23:47
6,43,4498,Scanned,0,1,1,27/02/2020 09:40:00,27/02/2020 09:56:14
5,21,3517,Manual,0,0,1,12/03/2020 12:26:00,12/03/2020 13:00:05
6,36,4421,Scanned,1,0,0,08/05/2020 15:02:00,08/05/2020 15:59:55
4,6,4678,Manual,0,0,1,22/03/2020 02:01:00,22/03/2020 02:50:24
9,25,4451,Manual,1,1,0,02/04/2020 17:14:00,02/04/2020 17:38:57
2,16,5430,Scanned,0,1,0,04/06/2020 14:33:00,04/06/2020 15:25:51
2,49,6061,Manual,1,1,0,07/02/2020 05:19:00,07/02/2020 06:10:24
5,36,475,Manual,0,0,0,02/05/2020 18:59:00,02/05/2020 19:49:41
7,38,7420,Manual,0,1,0,18/06/2020 01:49:00,18/06/2020 02:14:48
9,29,7598,Manual,1,1,0,04/03/2020 06:46:00,04/03/2020 07:15:38
4,19,9083,Manual,1,0,0,29/03/2020 23:56:00,30/03/2020 00:22:12
5,17,5438,Scanned,1,1,0,02/06/2020 00:11:00,02/06/2020 00:59:50
7,35,3201,Scanned,1,0,0,18/06/2020 18:58:00,18/06/2020 19:34:44
5,31,925,Scanned,1,0,1,07/01/2020 18:25:00,07/01/2020 19:20:05
7,45,8836,Scanned,0,1,1,20/06/2020 03:29:00,20/06/2020 03:40:21
4,5,9167,Manual,1,0,1,28/04/2020 23:01:00,28/04/2020 23:56:22
5,39,5842,Manual,0,1,0,23/05/2020 17:13:00,23/05/2020 18:12:38
2,32,4607,Scanned,1,0,1,06/02/2020 11:35:00,06/02/2020 12:26:58
9,15,6177,Scanned,0,1,1,31/05/2020 18:30:00,31/05/2020 18:35:29
5,39,4626,Scanned,1,1,0,29/03/2020 22:10:00,29/03/2020 22:13:24
1,19,9339,Manual,1,0,0,22/05/2020 19:17:00,22/05/2020 20:02:30
4,1,6591,Manual,1,0,0,08/06/2020 04:49:00,08/06/2020 05:19:28
2,36,5219,Manual,0,1,0,11/05/2020 09:34:00,11/05/2020 09:43:13
10,49,5122,Manual,1,1,1,26/06/2020 14:08:00,26/06/2020 14:53:07
5,31,7294,Scanned,1,1,0,25/01/2020 21:37:00,25/01/2020 22:29:35
5,3,7032,Scanned,0,0,1,22/04/2020 10:59:00,22/04/2020 11:34:03
2,32,3538,Scanned,1,0,1,14/06/2020 19:17:00,14/06/2020 19:37:33
6,18,3580,Manual,0,1,1,07/03/2020 22:13:00,07/03/2020 22:40:09
3,14,3778,Manual,1,0,0,02/02/2020 02:51:00,02/02/2020 03:10:23
6,44,4086,Scanned,0,0,0,12/05/2020 19:56:00,12/05/2020 20:47:19
9,48,4783,Scanned,1,0,1,12/03/2020 04:22:00,12/03/2020 04:56:35
6,14,4835,Scanned,1,0,0,08/01/2020 14:46:00,08/01/2020 15:16:57
2,9,7656,Scanned,1,1,1,09/04/2020 00:24:00,09/04/2020 00:51:30
2,34,2254,Manual,0,1,1,06/03/2020 10:26:00,06/03/2020 10:59:12
6,22,3719,Scanned,0,1,1,19/04/2020 11:12:00,19/04/2020 11:27:34
2,27,4,Scanned,1,0,1,16/04/2020 21:20:00,16/04/2020 21:33:34
1,29,8499,Scanned,1,0,0,25/03/2020 05:04:00,25/03/2020 05:38:44
2,7,2990,Manual,1,1,0,07/03/2020 06:41:00,07/03/2020 06:49:39
9,14,4105,Scanned,0,0,0,24/01/2020 08:02:00,24/01/2020 08:25:15
5,29,3620,Manual,0,1,1,23/02/2020 11:17:00,23/02/2020 11:56:08
3,2,6011,Scanned,0,1,1,06/01/2020 02:00:00,06/01/2020 02:27:23
3,10,8154,Scanned,0,0,1,17/03/2020 00:51:00,17/03/2020 01:15:06
6,2,8678,Scanned,0,0,1,15/04/2020 19:23:00,15/04/2020 20:16:13
8,37,3045,Manual,1,0,0,31/03/2020 04:32:00,31/03/2020 05:20:29
2,20,992,Manual,0,0,0,14/04/2020 06:31:00,14/04/2020 07:23:08
4,45,5465,Manual,1,0,1,29/04/2020 16:52:00,29/04/2020 17:45:38
4,42,1771,Scanned,0,0,1,27/05/2020 09:13:00,27/05/2020 09:24:13
6,41,632,Scanned,1,0,1,24/03/2020 10:36:00,24/03/2020 10:38:41
5,1,9700,Manual,1,0,0,09/04/2020 21:25:00,09/04/2020 22:14:12
1,36,7360,Scanned,0,0,0,02/04/2020 11:24:00,02/04/2020 11:52:16
8,32,4773,Scanned,0,0,0,29/01/2020 14:15:00,29/01/2020 14:16:08
8,48,8301,Manual,1,1,0,09/06/2020 07:46:00,09/06/2020 08:07:58
10,16,9762,Manual,0,1,0,27/04/2020 19:48:00,27/04/2020 20:21:49
6,46,1188,Scanned,1,0,1,23/02/2020 11:00:00,23/02/2020 11:55:13
3,47,3382,Manual,1,1,1,10/06/2020 13:56:00,10/06/2020 14:20:29
9,33,4096,Manual,1,1,0,12/01/2020 06:49:00,12/01/2020 06:57:22
2,29,9462,Manual,1,0,1,31/03/2020 00:09:00,31/03/2020 00:25:00
7,13,2931,Manual,1,1,1,04/06/2020 05:10:00,04/06/2020 05:49:18
7,35,8174,Scanned,0,1,1,26/06/2020 18:07:00,26/06/2020 18:14:06
10,8,2500,Scanned,1,1,0,19/06/2020 05:52:00,19/06/2020 05:55:22
9,45,8981,Manual,1,0,1,07/02/2020 14:45:00,07/02/2020 15:42:28
4,2,2683,Manual,0,0,0,16/04/2020 12:36:00,16/04/2020 13:24:12
5,22,6706,Scanned,0,0,1,15/05/2020 07:28:00,15/05/2020 07:38:59
10,1,5937,Manual,0,1,1,10/06/2020 10:45:00,10/06/2020 11:13:22
2,24,4220,Scanned,0,1,0,05/03/2020 20:32:00,05/03/2020 20:53:54
10,10,3080,Scanned,0,0,1,26/06/2020 09:02:00,26/06/2020 09:42:13
4,30,9286,Manual,0,0,0,31/03/2020 02:39:00,31/03/2020 03:24:06
9,43,9234,Scanned,0,1,0,07/04/2020 05:43:00,07/04/2020 05:49:36
6,6,3508,Scanned,0,1,0,11/06/2020 03:04:00,11/06/2020 03:38:46
7,41,66,Scanned,1,1,0,30/06/2020 03:56:00,30/06/2020 04:19:26
7,13,6310,Manual,1,1,0,01/03/2020 05:01:00,01/03/2020 05:19:39
5,30,7053,Scanned,0,1,1,28/06/2020 14:34:00,28/06/2020 14:47:08
2,4,6261,Scanned,1,1,1,17/03/2020 05:11:00,17/03/2020 05:13:12
